audit_id,contract_id,content_id,studio,expected_payment,actual_payment,difference,violation,timestamp,proof_hash
AUD00287,C0287,Movie_287,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,228aa6f23d2bea039d632bae1415ca9d962d48b8ae5929ebdd0cfc66421c35f0
AUD00288,C0288,Movie_288,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,0492ab8f386f2eaaef93ae78165e615113ef9a2b6b5728110f298f190aff43e2
AUD00289,C0289,Movie_289,MGM,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,6b60c7fc494da38d996b6471cb468f4e29e7dce184cd00c61c95c5e9be4743d9
AUD00290,C0290,Movie_290,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,9b00fab59e64ab7bf5b61db852d3057c12741b44e3b6f9f29df87fc5b17ce3ed
AUD00291,C0291,Movie_291,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,fb156b83fb24ea921ee44075f3773de22870dc578432f9904aecbfccc7e1120d
AUD00292,C0292,Movie_292,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,bf8c0c1eb91f42c362953f16e7545e215ddf52dafaa5fe69bc369d8af11880d9
AUD00293,C0293,Movie_293,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,8c558e8c9a9f144a86107e8374af5f865542c4fab99564323cdfc0faa63568b5
AUD00294,C0294,Movie_294,Warner Bros,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,24033a7445a7b606b924d77b0a82ff39692f3c72ee35510ac3d162df2b520b72
AUD00295,C0295,Movie_295,Universal,200.0,229.75,-29.75,OVERPAYMENT,2026-04-02T02:19:27.630616,9f14fb1f472d129ec93cfea2d04d6c6e4e414536cb840b7b5dd48a724610def4
AUD00296,C0296,Movie_296,Paramount,750.0,430.38,319.62,UNDERPAYMENT,2026-04-02T02:19:27.630616,aaeb934b0fc798a005a29a02159aa4cb7c05684d80bd76e8a8b01fcfb520b81d
AUD00297,C0297,Movie_297,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,2db09e0a10065cf4f7dbcdc3a2fbcee2cf3c1c022f5cd9fedb35139c0d131f9b
AUD00298,C0298,Movie_298,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,f0764b53e25c3d3d93a816a896989108ff94fbf2c6457a7ac1f3fcb4eae8c57c
AUD00299,C0299,Movie_299,Warner Bros,200.0,125.24,74.76,UNDERPAYMENT,2026-04-02T02:19:27.630616,36ead8025e08ac1dd7d185c094c5ff57a2e43fd982846ba3a8052d6427091111
AUD00300,C0300,Movie_300,Paramount,500.0,586.69,-86.69,OVERPAYMENT,2026-04-02T02:19:27.630616,0198814f9fce2edcf01169ab3ac62133d0cf9f2ed52ec7401a3d4c363477f597
AUD00301,C0301,Song_001,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,ed3651170ffbc5cd4ff3d401eb289f5ac08a0477e9d5164c04ebafaffec4418c
AUD00302,C0302,Song_002,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,2695f506d1c39bb3b43c039d02aabc36668bf57c627cf50b95ed3b1c2f94cb49
AUD00303,C0303,Song_003,Paramount,200.0,232.34,-32.34,OVERPAYMENT,2026-04-02T02:19:27.630616,95fda3aedcc9d83e8e7e6deb6f2755a367a5488c7cef1848ca5a756ec0c642ce
AUD00304,C0304,Song_004,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,120b1811c763fa89fce0953de0625071184a494f761ae5803e3b118dc9ef2912
AUD00305,C0305,Song_005,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,4554488c86086fcfba64bb7c16951811025aa8d1607ac061bde972830e602493
AUD00306,C0306,Song_006,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,a8db326fe64be9c92bc8f3bacc0b49e38b1b0b6865089398f42f4d269c677cb5
AUD00307,C0307,Song_007,Universal,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,49f1ba8ec5caae8ce0fcc5b8261d82791d6e98a0f3f4f10676cf3c2aeb7062c8
AUD00308,C0308,Song_008,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,949bf58e67142c9b1dce2a7ef881a5c5676ac373a02dfe4e80c288682a3de7ea
AUD00309,C0309,Song_009,MGM,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,c2c52139e21c4265c04fb8c8b21c863a4bf5c9f55d5ddc0a9f995c9b59b6e3b6
AUD00310,C0310,Song_010,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,ac6593ae1abf495f60d65f2ca6ebe46b0a94fba6065b0439e208a5e0f22ba651
AUD00311,C0311,Song_011,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,1ad33d667669a69461b8b701ab406aec8764609a8667f2a8fd475e01689a5cbd
AUD00312,C0312,Song_012,A24,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,c27d8fcfa152421cbec1c194b9bddca1724795468f48df305c7c45e03c0314e6
AUD00313,C0313,Song_013,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,4868867856813cd09af29b4e062708452e6330c2ad1f464ecbc39e1efe3e739d
AUD00314,C0314,Song_014,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,5457f464475418ad51ec27c37c4fc03dda6294fa4fd0653350d70b08dba0b605
AUD00315,C0315,Song_015,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,c673a8c90cd57af50f87cfc191de75210e1507f2d5682e84e214b387134c628b
AUD00316,C0316,Song_016,Netflix Originals,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,fac247d771f5cfc4fe688a28bf45c4bb53b00d0e62398c74e76be345834b17cb
AUD00317,C0317,Song_017,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,87e7133512834017545622d4ebe223beacb35f3b532ad8093d1079ed95e88f5c
AUD00318,C0318,Song_018,Disney,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,552fcd9cce6eaaf3b810d667ef5437a04bb91cd3d1ec96bfada3c06f1f727aca
AUD00319,C0319,Song_019,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,ac1ba56c1dba167f7a531555b400561c67e4f19cfa5df23328c5638b3ce07b7b
AUD00320,C0320,Song_020,Disney,500.0,-43.1,543.1,UNDERPAYMENT,2026-04-02T02:19:27.630616,17ee035a2512bddffdc59d9a6ecc6e332e3f6c85dc453b1330c539ffcd4ec6d5
AUD00321,C0321,Song_021,Universal,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,50f4058d7e258ea852a83549d944cb0bf993c1250059542b8bcfc6cd5426b2d5
AUD00322,C0322,Song_022,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,972dac9fa945ecac811b142400d29d85e31548486bdfbd0ee94cad344d94d1d9
AUD00323,C0323,Song_023,Sony Music,500.0,123.62,376.38,UNDERPAYMENT,2026-04-02T02:19:27.630616,e4f73595d51cdeeb7776a3184bc9a776b930007a2dd1f80d03c919c832512635
AUD00324,C0324,Song_024,Warner Bros,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,e906fb3519d792b770a95adb993213510f4e78ec4ff162b61d690fdf68d98ae5
AUD00325,C0325,Song_025,Lionsgate,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,26ce3f1b16f5907bfb9bc8b8699dcc1f6c2b1fbee0a9de7bc3349dc8b4c845df
AUD00326,C0326,Song_026,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,1a99622ca1a2201a05c1efeac810a73bf5b0f7da95fc80a6ae3031d3fc7e956a
AUD00327,C0327,Song_027,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,f3d2db24ac20bb14f30283140685f6fa67e9e2f7b86cfb9cbd29838545e7bdfc
AUD00328,C0328,Song_028,Disney,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,68e4675a4b3dc3371515a1196d26d4142f3735c6a611fa7bfdd471581f98f7e7
AUD00329,C0329,Song_029,MGM,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,fbaa76734080d7793fac9fa0aef052a235cfef9ba04391436fcd885e1e97642e
AUD00330,C0330,Song_030,Sony Music,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,2236edfc9ec68dbf246705a897bc19b55443c720dffeb2a2b44d7b55b5fe61c6
AUD00331,C0331,Song_031,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,f4c900c2a87d93381c3cf04b125443d63b8be51cf48e398aa7e21e1b8e3f3390
AUD00332,C0332,Song_032,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,f33d25650ad34c544ec7c5f5f84b6c522ce6dd263c9f03517c92930c54930e4a
AUD00333,C0333,Song_033,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,655da4be8d13df9cd8c5d9fd74076482ab447a7b87e65c0029b279bf9b956c01
AUD00334,C0334,Song_034,Lionsgate,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,db0bf700e12aecddad51c31e91dc991c26545efc1bd9b8166bb26d3f0ef66f00
AUD00335,C0335,Song_035,Universal,200.0,240.65,-40.65,OVERPAYMENT,2026-04-02T02:19:27.630616,5c54a10b8b1c44e49e1a009be9a41e54109ccea152a5c195d5a8b1939b452071
AUD00336,C0336,Song_036,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,6c888ab006f01111ea69fc041cc46d8f1cd8ae97c861b1803bc4f0ba527b10f9
AUD00337,C0337,Song_037,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,36dc1376e9c1e4c82c62fa4f150b435e4a7f9a4d2c9b9025edb62733e6623d71
AUD00338,C0338,Song_038,MGM,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,fd48035fa6d7e313d8b56c9d82e29fe1dbc93eabe37b6796387110dc896c127c
AUD00339,C0339,Song_039,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,6a4226aa019144552fba5b81b5461f9b91cc6f208379b251c13bd92c192fa97c
AUD00340,C0340,Song_040,Sony Music,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,ea7061a2d6187364368dd6ddec86c92548119a37303f362164e6c6285f1f4250
AUD00341,C0341,Song_041,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,6065db3a58681deafd16ef94eaa4e8f681ffdcbddcdd6e4ad31cd9074e93a9a2
AUD00342,C0342,Song_042,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,2a2552395c84ac2e31e1cb4267eac707ddf9234c4d8e195bf2d06b27e62c2d63
AUD00343,C0343,Song_043,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,932057114da0ec16c5ee593be994f6229e191953442333df7acb6db89bb0d3ac
AUD00344,C0344,Song_044,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,87bd79a6e37bacfe43e895d98ad4d13e2b1d98de21c448f59d1b7be848e02525
AUD00345,C0345,Song_045,Warner Bros,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,19f65586f95467a6cb11fa68a982662aee06c24c03a5eaa4eabb180973e00391
AUD00346,C0346,Song_046,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,3b8813ce6ba8f6af044e6d14a68d6954ef37efff09e80039a9dc29a9cb029dc9
AUD00347,C0347,Song_047,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,94c611ef957aa792b1d43d9874fdf35e6bf0f0a1a5286159cd86ccc2fd005d05
AUD00348,C0348,Song_048,Disney,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,b43a34fcc1d819ef6c03c5435244612c72051923823efeeec444db21b328beab
AUD00349,C0349,Song_049,Disney,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,312e613c2ba44e4e9f8812c44ff72f62fdcf749fdcce9a6f5ce27c04715c4790
AUD00350,C0350,Song_050,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,2028b3658582dfb37673d505920a4ab63e7336bc94dfa43e956a17dc672a8eb3
AUD00351,C0351,Song_051,Netflix Originals,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,5882cdc88d3b9e80480d12b4416973f5be0726f1dcf326dce6140970330a7aa1
AUD00352,C0352,Song_052,MGM,500.0,123.4,376.6,UNDERPAYMENT,2026-04-02T02:19:27.630616,9dda7a7517adc35dcece6b179ea00a3e615eba922063f7f330d8e8c690586f36
AUD00353,C0353,Song_053,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,320f057c370a6775b60d0d0dc9f76ef5f7f05dc977aa7eba384f30bfb6ab064e
AUD00354,C0354,Song_054,Sony Music,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,50d22d84462f64e03698bffde55ea862c70c6cb54fefb5073e60efff1a0e17f4
AUD00355,C0355,Song_055,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,e81904236b64462039a9572813e6ab8f5503e4618ca68dd534c7af2f23c9662d
AUD00356,C0356,Song_056,Disney,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,7ebfab6d7f02ee712dc3178b2060833752b4c47f6e82b01da0cb5de7df4ec3fd
AUD00357,C0357,Song_057,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,b2a5dc95d17ad9e67d175a917064904609cc553c1385e341dfcf70503acb4397
AUD00358,C0358,Song_058,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,9af8c263f42fc62bf76fcd3ee2698d6fe9815a692543df6a1b6dbdf3ecb13957
AUD00359,C0359,Song_059,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,d8115394fd71e3b8dd06aab63052acc3ce71da6216c24fa3a34f9126590ccba6
AUD00360,C0360,Song_060,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,32d8af718f645115256908ca3378a6b04b6e8d2a76f55c0e14c33823f179d345
AUD00361,C0361,Song_061,Disney,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,10681bf46f63d1177992d18dd083a24041d984189947aaf8947c0a6ae1c79f43
AUD00362,C0362,Song_062,Disney,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,b66ed7e08ae0b6879e7d91357a91582a18e7296ac3703dbc66af0509b2bb0cea
AUD00363,C0363,Song_063,Sony Music,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,6d72eacfb3a33a721b266b8b9a605198190130279dedf0955245eb75e25d7e10
AUD00364,C0364,Song_064,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,a524bd1aa6ad459b7696a2c3c284760fc9cac96ede8f9fbc1eddd43d9df18919
AUD00365,C0365,Song_065,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,13c7a8d19f590865b8e1eff6476280dbcd8a21216de2a3590d37ac41289ab738
AUD00366,C0366,Song_066,MGM,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,23ea13a2d62517ddc75b68aea2df051926a7072e24657b408f052d5ed27b01b0
AUD00367,C0367,Song_067,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,28c56aea4dde9102bb9f2a448d7c9d7d587391c563421d817bece3122c8bc670
AUD00368,C0368,Song_068,Warner Bros,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,516966b9d882dc344378eddefdfd7b3d0f5c8f4d4ae3d014dbcb9a18bc635661
AUD00369,C0369,Song_069,Lionsgate,750.0,880.86,-130.86,OVERPAYMENT,2026-04-02T02:19:27.630616,1ab66f0b4892118339b6aa8a4637d92044a8973b899368d0853005598bb2e8a4
AUD00370,C0370,Song_070,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,c1ac5b90f2cc94ea20ca19d9615b56185435f8fa480ede0f91862d7ccc1c290e
AUD00371,C0371,Song_071,Disney,500.0,88.3,411.7,UNDERPAYMENT,2026-04-02T02:19:27.630616,402fe869b72cd41f5a2622c974c55b7303d3ce03a941d28b28a1d3f029f895ae
AUD00372,C0372,Song_072,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,a5075b521ec75fffe24d38eb02cd1fd121e0fd62d9cf621ff056a344f96111e1
AUD00373,C0373,Song_073,Netflix Originals,200.0,248.29,-48.29,OVERPAYMENT,2026-04-02T02:19:27.630616,597ebaea0d4b909e998536fe09c22f3774fd6a283c5250ed7fb094b7044957b6
AUD00374,C0374,Song_074,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,f1e248e5b05f83973e4e5b08244902c4af8f348a841dda0fa3f52c738dd258f5
AUD00375,C0375,Song_075,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,53885d3b05a4f75115ced33d1e695f3f8ecef91c24ccbe28331530dc6ecb2e0e
AUD00376,C0376,Song_076,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,e15a766ed1b844a542754a971e5f1ca7e8213fa9dedad5e26941a4fdeb96c5a2
AUD00377,C0377,Song_077,Lionsgate,500.0,551.68,-51.68,OVERPAYMENT,2026-04-02T02:19:27.630616,cc1278341cfe86ce8cee9dbc114d16a01beabd22952d60e14972a7efe9dea8a3
AUD00378,C0378,Song_078,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,2d86c07dfba54dc99d884422f5ce9b4990a23438b680aa2cf72fd55f4e9847bf
AUD00379,C0379,Song_079,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,0e300c4527f5b79e05ac9cd7ade140eea9406d81bcd99826425976b42030b58b
AUD00380,C0380,Song_080,Disney,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,8dbcc3e266a8f45f2504399f00706d06389e4b20e2f54daa6150f15a1a7ccedd
AUD00381,C0381,Song_081,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,d4bc69e641bea1cef7b39011409601dcbd97f8edc163c3530d9ce836d9e1fc63
AUD00382,C0382,Song_082,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,092f0a4f2f4e78b7564968af0bb830822bf34de54fc3c5c8826bc3aba26cdc82
AUD00383,C0383,Song_083,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,f6343c290e375dae43ba7845200d5f1179142d725190e8bb665e965171d2b156
AUD00384,C0384,Song_084,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,852611169b96694050889bfa6c538b52fb4a1d797032c1a11583f3bc8b0958a3
AUD00385,C0385,Song_085,Warner Bros,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,a71b0da41211799733c5d977a2ef3b5a0fffea038c9fe3b5e4c02cc562c6ec7b
AUD00386,C0386,Song_086,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,a8cef7313d527d2ecd37383c277bd637ac21dff783ff7482a19232bba00dd546
AUD00387,C0387,Song_087,Sony Music,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,22ffc8505fb7e6af9c488873f6338fef0ba2c7cbc1dfcbf51859765ed5b1b9db
AUD00388,C0388,Song_088,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,c3c8b7fa8b6f7ec6b2d5686e8dd7e4e3ace6deb8ccef0c82d14df5076801591b
AUD00389,C0389,Song_089,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,00233c1c9e431db24679a7e26c47e9ef04a7def693e3f90f0066c00a97fe5515
AUD00390,C0390,Song_090,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,1623688d5116b566e2900813ab6a61177bd4491eb0b611aeff7e827b9983dc62
AUD00391,C0391,Song_091,Lionsgate,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,add7585e7da436e157a233ec45b30c5f89b9a4272bdd939acfb30730e5b66920
AUD00392,C0392,Song_092,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,7bccc6ebfc57ed0d85ba255c5a5ae21f4e8a4e5d11292905973f02bc6a0e3ae4
AUD00393,C0393,Song_093,Warner Bros,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,ca6a3d0542598a60f5bab9a9ca01ab3f7485e527ddf2fc6b6377ce144fb049f6
AUD00394,C0394,Song_094,Disney,200.0,28.0,172.0,UNDERPAYMENT,2026-04-02T02:19:27.630616,2f2ce74447ba4522c683cc073d3a4d28f34a2088e7eb7497421f85b5c573991f
AUD00395,C0395,Song_095,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,b24c71c2c892ac6b27fcc44bd4dbe736f0774dc2fd3cdd67f44b837df8c1cfdb
AUD00396,C0396,Song_096,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,6b92dcd2ff3c744e97fb951d24722c46a3b9b34255fef9e0dbab42f1a4733783
AUD00397,C0397,Song_097,Netflix Originals,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,30825a6fc94df7f27d4ac2700349ee7ca1219a683c4368d787372f167471f73b
AUD00398,C0398,Song_098,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,612969c59a04a80c34d9a29445dfbeec64a90d421b6679888533ed6fe08fab7f
AUD00399,C0399,Song_099,MGM,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,f44613fa8e5c9e1a246ca360a4e6c3a96406568a54320d7526c40f3a7a7a0aba
AUD00400,C0400,Song_100,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,fa883f7d19baa331985daed52c838555e47b8a0dc4d4863d0ff94ab95158af67
AUD00401,C0401,Song_101,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,135dbe25ad5bd2a3d06dc30dd92d29b47e36fc3e72df8b06c06766a79b0b028c
AUD00402,C0402,Song_102,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,3fe5df9cd9538937d1c9451888cc173efa7526b3b5fac68478c769156fa98b14
AUD00403,C0403,Song_103,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,2f19bc1810ee5cac98063f949e746fb824f091a3726d5d711b261573d6b25d3c
AUD00404,C0404,Song_104,MGM,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,935b31f8ad1bbfbc6e2e06a20f7042645956d38197a42cb456da8dba0d990bb1
AUD00405,C0405,Song_105,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,413f6681e3e4e925ca3eab7e7805129fa075fd5243048b05a8ff082fdd3b7cf9
AUD00406,C0406,Song_106,Universal,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,a493b7243a421183d6a0654c9d8c808d7cb63a371701309cb9f0dbfc77203505
AUD00407,C0407,Song_107,Universal,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,de47044e86fa0be7709e042d3ee47cacc013a6a5332069001987d30b1cfe6502
AUD00408,C0408,Song_108,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,1a19c2ecfcde4841b99c80175ecf7e8809c0b63fbb0d63cc7788109dcdda30a9
AUD00409,C0409,Song_109,MGM,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,b398314f89ae482d33b92a19c9006e5c1b87c65e6d825e449f25ba07aeb2a51b
AUD00410,C0410,Song_110,Warner Bros,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,fd60b80d88b8e74b56722ffc87a298f64ebf4ba3707ea4a02dcadd31299fadbf
AUD00411,C0411,Song_111,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,65fedc316a1deee0affb5d172af2c6eb0b4388f3e69a158d58c33fb284525402
AUD00412,C0412,Song_112,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,defc08df179647cbc23317c7bc1acdd0ceee7360d2227290e0dfd0c07e11acbb
AUD00413,C0413,Song_113,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,0c222ffe3d0c6b8e884edc320308007fce8ef74e2a1350334d1de46b2117859a
AUD00414,C0414,Song_114,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,d5690f37be983189d8d7d7d7165eb7d4147305d920980548ccd7efa37e2532ea
AUD00415,C0415,Song_115,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,21255466d24574a1f25631995994dc64693983061d14d1b27d45109ec14f62ad
AUD00416,C0416,Song_116,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,4d3def0d2b8533c659a25193f3dd306605f75d7a1922aed8441d16d65e2f70a1
AUD00417,C0417,Song_117,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,369820709a7cbc353204a0f572ec0ba27df288877fb1835365ca5671da7951d7
AUD00418,C0418,Song_118,Disney,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,705ad2376772fba3c1f27e17374de6dde0bfa883d489a8216d29b70c2e3218e2
AUD00419,C0419,Song_119,Lionsgate,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,ce2b5902bfb3793f9eaf2d9a6696c5864a1550def3ee5da2674481379d2deb9a
AUD00420,C0420,Song_120,Lionsgate,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,33e3bf1c1b49097673a27a0fe3e90a9839ce9ade74ac602961eb99044794c234
AUD00421,C0421,Song_121,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,d6007ee295e7a4a4dbc23bec36aff19c2814b2feb20163cdd755323ec50704d0
AUD00422,C0422,Song_122,Sony Music,200.0,-79.2,279.2,TERRITORY_VIOLATION,2026-04-02T02:19:27.630616,5a999fde00f57492723bdace91eee3cac752003113fa5bcf40f9313e6f12601d
AUD00423,C0423,Song_123,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,1ffc218d747963143dead14158f8e3c0342aaca675ec6e99a1ec73a6a0da53e4
AUD00424,C0424,Song_124,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,1737010e39b0887298765cb1deda2dfdc93dcacbcd61048411dc096b9c299bc0
AUD00425,C0425,Song_125,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,fe5ac4fbb65c54ef3e2c3dfa82bfd3606966195ac0677cbdebee170ae336afc2
AUD00426,C0426,Song_126,MGM,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,9561cb801a57390b34922b33775499b285ba7fe478645bb3c8dda08ab3c2969d
AUD00427,C0427,Song_127,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,c54f7510ffa89a0144e73dcb8ffd410fe647dc08edb4b7e18f546ebfbe5e4c44
AUD00428,C0428,Song_128,Sony Music,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,9ec7a2f38f988294b615bab8a7faf15d41c4a872f22722055bd21814c8c5cf21
AUD00429,C0429,Song_129,Disney,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,716c27cc17fac1e062419cc5dc5e9ae11accdb344ef89794852788fc7efc5f54
