contract_id,content_id,studio,royalty_rate,rate_per_play,territory,start_date,end_date,tier_threshold,tier_rate,min_guarantee
C0485,Song_185,Sony Music,12.9,0.0591,"UK,FR,AU",2023-09-25,2025-04-09,250000,0.0332,750.0
C0486,Song_186,Universal,17.3,0.0278,"US,CA,UK",2023-07-29,2024-05-13,100000,0.0168,200.0
C0487,Song_187,MGM,9.2,0.0175,"JP,DE",2023-04-08,2024-09-15,100000,0.0116,500.0
C0488,Song_188,Lionsgate,15.4,0.0194,"US,CA,UK",2023-10-29,2025-09-24,250000,0.0133,500.0
C0489,Song_189,Sony Music,14.9,0.0747,"IN,JP,DE",2023-10-27,2025-08-31,50000,0.0568,750.0
C0490,Song_190,Netflix Originals,13.0,0.0371,"IN,JP,DE",2023-03-07,2023-12-18,100000,0.0264,500.0
C0491,Song_191,Paramount,12.5,0.0292,"UK,FR,AU",2023-12-21,2025-02-27,50000,0.0237,200.0
C0492,Song_192,Netflix Originals,15.1,0.0309,"JP,DE",2023-11-05,2025-10-09,250000,0.0228,750.0
C0493,Song_193,Netflix Originals,17.2,0.0537,US,2023-04-13,2024-05-11,50000,0.0337,750.0
C0494,Song_194,Universal,15.6,0.048,"US,CA,UK",2023-04-02,2025-02-25,250000,0.0347,500.0
C0495,Song_195,Lionsgate,10.9,0.0572,"UK,FR,AU",2023-10-20,2025-06-18,100000,0.0453,200.0
C0496,Song_196,Warner Bros,10.0,0.0367,"UK,FR,AU",2023-02-24,2023-09-17,50000,0.0207,500.0
C0497,Song_197,Paramount,10.0,0.0688,"US,CA,UK",2023-05-09,2024-04-02,250000,0.0507,200.0
C0498,Song_198,Lionsgate,16.6,0.0531,"IN,BR",2023-08-20,2024-05-30,250000,0.0389,750.0
C0499,Song_199,Paramount,14.9,0.0458,"UK,FR,AU",2023-07-19,2024-09-14,50000,0.035,500.0
C0500,Song_200,Paramount,10.0,0.0776,"JP,DE",2023-08-02,2024-12-14,100000,0.0438,200.0
C0501,Song_201,MGM,10.0,0.0629,"US,CA,UK",2023-12-27,2025-07-05,250000,0.0439,200.0
C0502,Song_202,Sony Music,15.4,0.0788,"IN,BR",2023-08-18,2024-08-13,50000,0.0449,500.0
C0503,Song_203,MGM,16.5,0.049,"US,CA",2023-08-08,2024-11-15,50000,0.0287,500.0
C0504,Song_204,MGM,8.5,0.0128,"JP,DE",2023-12-30,2024-12-02,250000,0.0102,750.0
C0505,Song_205,Netflix Originals,8.7,0.0443,"IN,JP,DE",2023-12-05,2025-04-06,250000,0.0312,500.0
C0506,Song_206,Sony Music,12.2,0.0464,"UK,FR,AU",2023-04-23,2024-04-25,250000,0.0354,500.0
C0507,Song_207,Netflix Originals,11.6,0.0718,"US,CA",2023-06-28,2024-08-07,50000,0.0523,750.0
C0508,Song_208,Disney,17.0,0.018,"UK,FR,AU",2023-09-01,2024-03-08,250000,0.0116,750.0
C0509,Song_209,Universal,11.9,0.0367,US,2023-01-21,2024-06-12,250000,0.0281,750.0
C0510,Song_210,Lionsgate,12.5,0.0675,"IN,BR",2023-01-13,2024-12-22,50000,0.044,500.0
C0511,Song_211,Sony Music,17.7,0.046,"US,CA,UK",2023-04-09,2024-08-29,250000,0.0371,750.0
C0512,Song_212,Disney,16.6,0.0248,"US,CA",2023-11-17,2024-07-21,100000,0.0179,200.0
C0513,Song_213,Sony Music,8.2,0.0553,US,2023-10-03,2025-06-19,250000,0.0444,500.0
C0514,Song_214,Lionsgate,8.7,0.0138,"US,CA",2023-02-14,2023-10-27,50000,0.0105,500.0
C0515,Song_215,Warner Bros,11.9,0.0541,"JP,DE",2023-07-18,2025-04-19,50000,0.0361,750.0
C0516,Song_216,Universal,11.6,0.0629,"US,CA",2023-11-25,2024-07-26,250000,0.0445,200.0
C0517,Song_217,A24,11.8,0.0525,"IN,BR",2023-12-18,2025-04-19,250000,0.0329,200.0
C0518,Song_218,Lionsgate,10.9,0.0254,"JP,DE",2023-03-22,2025-03-17,250000,0.0191,200.0
C0519,Song_219,Lionsgate,9.4,0.077,"IN,BR",2023-12-13,2025-06-27,50000,0.0426,200.0
C0520,Song_220,Paramount,10.1,0.0476,"UK,FR,AU",2023-11-02,2025-06-07,250000,0.0384,750.0
C0521,Song_221,Sony Music,9.6,0.0734,"IN,BR",2023-04-19,2024-12-11,50000,0.0572,750.0
C0522,Song_222,MGM,16.5,0.018,"IN,JP,DE",2023-05-10,2024-05-22,250000,0.0132,500.0
C0523,Song_223,Universal,10.0,0.0303,"US,CA,UK",2023-10-09,2024-06-19,250000,0.0172,500.0
C0524,Song_224,Paramount,14.2,0.057,"IN,BR",2023-07-02,2024-05-08,50000,0.035,500.0
C0525,Song_225,MGM,9.5,0.0531,"JP,DE",2023-08-19,2025-01-16,250000,0.0336,500.0
C0526,Song_226,Disney,15.1,0.0218,"IN,JP,DE",2023-06-11,2025-02-18,250000,0.0138,500.0
C0527,Song_227,A24,12.6,0.0576,"IN,BR",2023-07-04,2024-05-16,100000,0.0368,500.0
C0528,Song_228,Paramount,16.6,0.0223,"JP,DE",2023-10-10,2024-07-27,50000,0.0159,750.0
C0529,Song_229,Lionsgate,14.3,0.0609,US,2023-05-15,2024-01-28,250000,0.0482,750.0
C0530,Song_230,Lionsgate,16.9,0.0734,"JP,DE",2023-10-30,2024-11-30,250000,0.0513,500.0
C0531,Song_231,MGM,15.3,0.0375,"US,CA,UK",2023-03-18,2024-09-22,100000,0.0297,200.0
C0532,Song_232,Warner Bros,14.6,0.0163,"JP,DE",2023-09-14,2025-08-16,250000,0.0106,750.0
C0533,Song_233,MGM,14.6,0.0412,US,2023-09-21,2024-08-09,50000,0.0247,750.0
C0534,Song_234,Disney,8.6,0.0128,"US,CA,UK",2023-09-05,2025-03-05,100000,0.0097,200.0
C0535,Song_235,Indie Label,12.7,0.0463,"US,CA",2023-12-09,2025-01-03,100000,0.0354,200.0
C0536,Song_236,Paramount,16.3,0.0172,"US,CA",2023-11-29,2025-04-23,100000,0.014,750.0
C0537,Song_237,MGM,14.5,0.0364,"UK,FR,AU",2023-10-19,2024-10-11,50000,0.0237,750.0
C0538,Song_238,Netflix Originals,12.9,0.0461,"IN,BR",2023-07-12,2024-08-23,100000,0.0297,750.0
C0539,Song_239,Lionsgate,14.4,0.0408,"US,CA",2023-09-14,2024-08-01,50000,0.025,200.0
C0540,Song_240,Disney,12.1,0.0521,US,2023-03-22,2024-09-22,100000,0.0401,750.0
C0541,Song_241,Indie Label,8.2,0.0435,"US,CA",2023-09-04,2025-07-05,50000,0.0309,200.0
C0542,Song_242,MGM,9.5,0.0194,"UK,FR,AU",2023-10-31,2024-10-09,50000,0.0134,500.0
C0543,Song_243,Warner Bros,16.8,0.052,US,2023-09-22,2025-05-09,250000,0.0365,750.0
C0544,Song_244,A24,16.7,0.0252,"IN,JP,DE",2023-05-26,2024-02-17,50000,0.018,200.0
C0545,Song_245,Sony Music,14.2,0.0656,"IN,JP,DE",2023-07-30,2024-06-20,250000,0.0506,500.0
C0546,Song_246,Universal,10.3,0.0746,US,2023-12-18,2025-05-31,100000,0.053,200.0
C0547,Song_247,Indie Label,16.3,0.0466,"US,CA",2023-01-09,2024-01-31,250000,0.0371,200.0
C0548,Song_248,Universal,8.9,0.0714,US,2023-09-01,2024-04-07,250000,0.0495,200.0
C0549,Song_249,Indie Label,13.2,0.0728,"UK,FR,AU",2023-10-04,2024-04-02,100000,0.0553,200.0
C0550,Song_250,Indie Label,11.5,0.0261,"US,CA,UK",2023-09-29,2025-06-09,250000,0.02,750.0
C0551,Song_251,Disney,17.1,0.0194,"UK,FR,AU",2023-02-20,2024-10-27,50000,0.0132,500.0
C0552,Song_252,Warner Bros,13.8,0.028,"UK,FR,AU",2023-10-06,2025-05-26,50000,0.0154,750.0
C0553,Song_253,Netflix Originals,9.1,0.0581,"US,CA",2023-07-12,2024-08-05,100000,0.0369,750.0
C0554,Song_254,Netflix Originals,14.1,0.0698,"UK,FR,AU",2023-05-10,2024-07-30,250000,0.0464,500.0
C0555,Song_255,Sony Music,11.7,0.0486,"IN,JP,DE",2023-04-15,2024-12-08,250000,0.034,500.0
C0556,Song_256,Sony Music,16.5,0.0642,"IN,BR",2023-06-07,2024-11-20,250000,0.0422,200.0
C0557,Song_257,Universal,10.1,0.0648,"US,CA,UK",2023-04-28,2025-01-24,100000,0.0522,500.0
C0558,Song_258,Warner Bros,16.0,0.0213,"IN,JP,DE",2023-10-09,2024-05-29,50000,0.0173,500.0
C0559,Song_259,Universal,14.1,0.0145,"UK,FR,AU",2023-08-11,2024-05-07,250000,0.0088,500.0
C0560,Song_260,Warner Bros,17.5,0.0301,"JP,DE",2023-11-11,2025-10-24,50000,0.0244,750.0
C0561,Song_261,Lionsgate,10.9,0.0241,"JP,DE",2023-08-13,2024-02-19,50000,0.0175,750.0
C0562,Song_262,Netflix Originals,10.4,0.0531,"UK,FR,AU",2023-09-22,2024-11-12,50000,0.0389,200.0
C0563,Song_263,MGM,10.0,0.0347,"US,CA",2023-05-22,2024-12-31,50000,0.0228,750.0
C0564,Song_264,Lionsgate,17.2,0.0485,"US,CA,UK",2023-02-05,2023-11-04,100000,0.0362,500.0
C0565,Song_265,Indie Label,13.7,0.0524,"IN,JP,DE",2023-05-22,2024-07-06,100000,0.0316,200.0
C0566,Song_266,Netflix Originals,17.5,0.0491,"JP,DE",2023-09-17,2024-07-02,250000,0.0337,500.0
C0567,Song_267,MGM,12.8,0.0586,"UK,FR,AU",2023-10-22,2024-12-31,50000,0.0475,500.0
C0568,Song_268,A24,9.2,0.0728,"IN,JP,DE",2023-08-23,2025-06-04,50000,0.057,500.0
C0569,Song_269,Netflix Originals,13.2,0.066,"US,CA,UK",2023-04-23,2024-06-11,50000,0.0436,750.0
C0570,Song_270,Netflix Originals,8.8,0.0301,"IN,JP,DE",2023-05-15,2024-07-22,50000,0.0198,500.0
C0571,Song_271,Disney,13.0,0.0726,"IN,BR",2023-07-01,2024-08-07,50000,0.0452,200.0
C0572,Song_272,Disney,16.4,0.0245,"US,CA,UK",2023-05-04,2024-07-28,100000,0.0148,200.0
C0573,Song_273,A24,14.1,0.0744,"IN,JP,DE",2023-02-24,2023-12-23,250000,0.0545,200.0
C0574,Song_274,MGM,16.7,0.0534,"IN,JP,DE",2023-09-04,2025-03-17,100000,0.0365,200.0
C0575,Song_275,Sony Music,8.5,0.0379,"IN,JP,DE",2023-09-19,2024-12-28,100000,0.0285,500.0
C0576,Song_276,Sony Music,12.6,0.0343,"UK,FR,AU",2023-01-17,2024-12-11,50000,0.0268,750.0
C0577,Song_277,Disney,11.8,0.0582,"UK,FR,AU",2023-08-24,2025-01-08,50000,0.0322,500.0
C0578,Song_278,Paramount,12.7,0.0231,"IN,BR",2023-11-10,2025-01-28,250000,0.0143,500.0
C0579,Song_279,Netflix Originals,11.7,0.0397,"IN,BR",2023-04-05,2025-02-23,100000,0.0263,500.0
C0580,Song_280,Universal,15.2,0.0785,"JP,DE",2023-04-03,2024-02-11,50000,0.0577,750.0
C0581,Song_281,Sony Music,12.7,0.0202,"JP,DE",2023-07-15,2024-07-29,50000,0.0163,200.0
C0582,Song_282,Lionsgate,13.3,0.0797,"JP,DE",2023-09-13,2024-07-26,100000,0.0621,500.0
C0583,Song_283,Warner Bros,10.2,0.0379,"IN,BR",2023-05-09,2023-12-23,100000,0.0279,500.0
C0584,Song_284,Netflix Originals,11.6,0.0415,"IN,JP,DE",2023-11-19,2024-08-23,250000,0.0266,500.0
C0585,Song_285,MGM,10.0,0.0185,"IN,BR",2023-01-11,2024-09-03,250000,0.0145,750.0
C0586,Song_286,Netflix Originals,14.7,0.0786,"US,CA,UK",2023-10-03,2024-09-25,100000,0.0493,750.0
C0587,Song_287,Sony Music,16.7,0.053,"JP,DE",2023-02-10,2024-09-02,250000,0.0358,500.0
C0588,Song_288,Sony Music,11.4,0.0694,"JP,DE",2023-11-20,2025-07-06,100000,0.0395,500.0
C0589,Song_289,A24,15.8,0.0524,"US,CA,UK",2023-05-30,2024-08-25,100000,0.0344,750.0
C0590,Song_290,Warner Bros,9.3,0.039,"UK,FR,AU",2023-09-24,2025-06-26,50000,0.0234,750.0
C0591,Song_291,Universal,8.6,0.0247,"IN,BR",2023-12-25,2024-09-11,100000,0.0162,750.0
C0592,Song_292,Universal,10.6,0.0467,"US,CA",2023-01-14,2024-08-22,50000,0.0382,200.0
C0593,Song_293,A24,14.3,0.0261,"US,CA,UK",2023-07-19,2024-11-26,50000,0.0196,750.0
C0594,Song_294,Netflix Originals,16.6,0.0125,"IN,JP,DE",2023-03-29,2023-10-24,100000,0.0081,750.0
C0595,Song_295,Lionsgate,9.8,0.0195,"IN,BR",2023-10-08,2025-07-04,250000,0.0157,500.0
C0596,Song_296,Paramount,17.1,0.0466,"US,CA,UK",2023-11-22,2025-08-08,100000,0.0337,750.0
C0597,Song_297,Sony Music,11.0,0.0316,US,2023-02-15,2024-11-08,50000,0.0209,750.0
C0598,Song_298,A24,17.5,0.0301,"IN,JP,DE",2023-03-11,2024-08-24,100000,0.0209,500.0
C0599,Song_299,Lionsgate,11.7,0.0518,"US,CA",2023-08-09,2024-11-30,100000,0.0396,750.0
C0600,Song_300,Indie Label,16.3,0.0214,"JP,DE",2023-07-22,2024-09-29,50000,0.016,500.0
C0601,Song_301,MGM,16.1,0.0462,"US,CA",2023-08-05,2024-10-03,250000,0.0354,500.0
C0602,Song_302,Universal,9.8,0.0666,"IN,BR",2023-11-29,2025-11-22,100000,0.0441,200.0
C0603,Song_303,Disney,11.2,0.029,"US,CA,UK",2023-08-22,2025-05-26,50000,0.0208,200.0
C0604,Song_304,Sony Music,15.2,0.0781,"UK,FR,AU",2023-01-12,2024-01-17,250000,0.0489,200.0
C0605,Song_305,Indie Label,11.1,0.011,US,2023-02-16,2024-01-16,100000,0.0067,500.0
C0606,Song_306,Sony Music,8.6,0.0331,"JP,DE",2023-12-23,2024-07-22,100000,0.0257,200.0
C0607,Song_307,Indie Label,16.3,0.0235,"UK,FR,AU",2023-08-29,2024-08-28,50000,0.0183,750.0
C0608,Song_308,Disney,12.6,0.0273,US,2023-07-17,2025-04-10,50000,0.0223,750.0
C0609,Song_309,Netflix Originals,9.6,0.0372,"US,CA,UK",2023-04-17,2025-02-09,250000,0.0301,200.0
C0610,Song_310,Paramount,10.0,0.0185,"US,CA,UK",2023-10-09,2025-09-21,50000,0.0126,750.0
C0611,Song_311,Sony Music,15.9,0.0543,US,2023-02-27,2024-04-23,250000,0.0346,200.0
C0612,Song_312,A24,14.9,0.0778,"JP,DE",2023-05-05,2023-11-10,50000,0.055,500.0
C0613,Song_313,MGM,11.4,0.021,"IN,JP,DE",2023-02-15,2024-04-24,250000,0.0121,200.0
C0614,Song_314,Sony Music,12.9,0.0591,"US,CA",2023-07-02,2024-06-03,100000,0.0451,750.0
C0615,Song_315,Disney,8.2,0.0664,"IN,JP,DE",2023-11-27,2025-05-15,100000,0.0444,500.0
C0616,Song_316,A24,13.6,0.0729,"US,CA,UK",2023-03-10,2024-05-19,250000,0.0496,750.0
C0617,Song_317,A24,10.8,0.0481,"JP,DE",2023-04-08,2024-04-13,250000,0.0307,750.0
C0618,Song_318,Paramount,13.4,0.0209,US,2023-02-05,2025-01-28,100000,0.0132,200.0
C0619,Song_319,Warner Bros,14.2,0.0365,"IN,JP,DE",2023-11-23,2025-10-21,100000,0.0219,750.0
C0620,Song_320,Indie Label,9.9,0.0561,US,2023-06-14,2024-02-13,250000,0.039,500.0
C0621,Song_321,Netflix Originals,9.1,0.0529,"IN,JP,DE",2023-10-10,2024-09-11,250000,0.0337,750.0
C0622,Song_322,Universal,12.9,0.0225,"US,CA",2023-01-23,2023-12-01,50000,0.0126,200.0
C0623,Song_323,MGM,10.6,0.0561,"UK,FR,AU",2023-11-25,2025-06-24,100000,0.0388,200.0
C0624,Song_324,A24,17.3,0.0751,"UK,FR,AU",2023-02-06,2023-08-18,50000,0.0455,500.0
C0625,Song_325,Indie Label,16.2,0.0353,"IN,JP,DE",2023-11-24,2024-07-23,250000,0.0265,200.0
C0626,Song_326,Paramount,8.8,0.047,"IN,JP,DE",2023-11-12,2025-02-06,50000,0.0352,750.0
C0627,Song_327,Lionsgate,14.6,0.0472,"US,CA",2023-02-21,2024-04-12,250000,0.0284,750.0
C0628,Song_328,MGM,11.6,0.0622,US,2023-10-13,2025-06-09,100000,0.0471,750.0
C0629,Song_329,Indie Label,13.0,0.0217,"US,CA,UK",2023-08-07,2024-05-19,250000,0.013,200.0
C0630,Song_330,Lionsgate,17.9,0.0753,"UK,FR,AU",2023-11-04,2025-07-29,100000,0.0598,500.0
C0631,Song_331,Disney,13.6,0.0678,"JP,DE",2023-11-21,2025-08-02,50000,0.0432,500.0
C0632,Song_332,Indie Label,8.0,0.0352,"IN,JP,DE",2023-10-09,2024-12-22,50000,0.0237,500.0
C0633,Song_333,Warner Bros,11.0,0.0195,"UK,FR,AU",2023-01-09,2024-12-19,50000,0.0154,200.0
C0634,Song_334,Paramount,17.2,0.064,"IN,JP,DE",2023-06-11,2023-12-30,250000,0.0515,750.0
C0635,Song_335,Sony Music,9.4,0.0166,"UK,FR,AU",2023-10-20,2024-09-22,100000,0.0112,750.0
C0636,Song_336,Indie Label,13.7,0.0668,US,2023-04-30,2024-07-15,50000,0.0384,750.0
C0637,Song_337,MGM,16.2,0.0221,"US,CA",2023-06-16,2025-04-20,50000,0.0171,750.0
C0638,Song_338,Universal,15.8,0.0612,"US,CA,UK",2023-06-03,2024-01-07,100000,0.0432,500.0
C0639,Song_339,Disney,15.5,0.0751,"IN,JP,DE",2023-08-11,2025-04-08,250000,0.0437,200.0
C0640,Song_340,Netflix Originals,13.4,0.0138,"US,CA,UK",2023-11-20,2025-06-13,50000,0.0095,500.0
C0641,Song_341,Indie Label,17.7,0.0207,"UK,FR,AU",2023-12-24,2025-02-02,250000,0.0151,750.0
C0642,Song_342,Sony Music,9.3,0.0402,"UK,FR,AU",2023-02-16,2024-03-29,50000,0.0306,500.0
C0643,Song_343,Indie Label,15.7,0.0284,"UK,FR,AU",2023-01-26,2024-09-05,50000,0.0187,200.0
C0644,Song_344,Disney,13.6,0.0442,"JP,DE",2023-10-14,2024-10-30,250000,0.0321,750.0
C0645,Song_345,MGM,8.9,0.0286,US,2023-05-05,2024-01-13,250000,0.0191,500.0
C0646,Song_346,Warner Bros,15.7,0.0233,"JP,DE",2023-07-07,2024-12-24,50000,0.015,500.0
C0647,Song_347,Disney,10.0,0.0408,"UK,FR,AU",2023-08-15,2024-07-09,100000,0.0326,200.0
C0648,Song_348,MGM,17.3,0.0618,"IN,JP,DE",2023-02-13,2023-12-05,100000,0.038,200.0
C0649,Song_349,Netflix Originals,10.1,0.0314,"IN,BR",2023-12-22,2024-10-10,250000,0.0213,200.0
C0650,Song_350,MGM,15.3,0.0625,US,2023-10-07,2025-09-21,50000,0.0436,750.0
C0651,Song_351,Lionsgate,8.4,0.0364,"US,CA,UK",2023-12-09,2024-06-24,50000,0.0289,200.0
C0652,Song_352,Warner Bros,8.7,0.0137,"IN,BR",2023-04-13,2024-07-13,250000,0.01,500.0
C0653,Song_353,Indie Label,10.3,0.0705,"US,CA,UK",2023-12-04,2025-06-04,100000,0.0391,750.0
C0654,Song_354,Universal,9.9,0.0439,"US,CA,UK",2023-02-20,2024-07-07,250000,0.0312,500.0
C0655,Song_355,Paramount,11.3,0.0128,"UK,FR,AU",2023-12-31,2024-07-20,100000,0.0102,750.0
C0656,Song_356,Paramount,10.4,0.0579,US,2023-01-10,2024-06-28,250000,0.0374,500.0
C0657,Song_357,Warner Bros,17.4,0.0715,"IN,JP,DE",2023-02-01,2024-04-19,100000,0.0565,200.0
C0658,Song_358,Indie Label,13.2,0.056,US,2023-06-24,2025-01-26,250000,0.0321,750.0
C0659,Song_359,Indie Label,17.7,0.0392,"IN,JP,DE",2023-11-17,2025-01-02,250000,0.0276,500.0
C0660,Song_360,Lionsgate,14.8,0.0245,"JP,DE",2023-10-05,2024-08-14,50000,0.0144,200.0
C0661,Song_361,Sony Music,14.6,0.0737,"IN,BR",2023-12-19,2025-12-04,250000,0.0491,200.0
C0662,Song_362,Netflix Originals,16.4,0.0764,"IN,BR",2023-02-04,2025-01-29,50000,0.0445,750.0
C0663,Song_363,Paramount,9.5,0.0773,"US,CA",2023-06-13,2025-02-05,50000,0.0488,200.0
C0664,Song_364,Paramount,14.1,0.0634,US,2023-04-05,2023-10-28,250000,0.0453,200.0
C0665,Song_365,A24,9.3,0.0581,"UK,FR,AU",2023-04-29,2024-06-18,250000,0.0376,500.0
C0666,Song_366,A24,9.4,0.0229,"US,CA,UK",2023-11-29,2025-06-13,50000,0.015,200.0
C0667,Song_367,Disney,15.4,0.0748,"US,CA",2023-07-29,2024-02-09,50000,0.0603,200.0
C0668,Song_368,Netflix Originals,16.7,0.0707,"US,CA",2023-04-01,2024-12-20,50000,0.0482,500.0
C0669,Song_369,MGM,13.9,0.0604,"JP,DE",2023-01-22,2024-08-13,250000,0.0396,750.0
C0670,Song_370,Warner Bros,16.8,0.0177,"US,CA,UK",2023-01-20,2025-01-02,50000,0.0119,750.0
C0671,Song_371,Warner Bros,9.9,0.049,"UK,FR,AU",2023-07-22,2024-02-27,100000,0.0338,500.0
C0672,Song_372,Warner Bros,14.9,0.0217,"IN,BR",2023-05-27,2025-03-09,50000,0.0137,500.0
C0673,Song_373,Sony Music,15.8,0.0163,"IN,JP,DE",2023-11-27,2025-08-30,250000,0.0112,750.0
C0674,Song_374,A24,13.9,0.0326,US,2023-07-21,2025-03-15,250000,0.0181,200.0
C0675,Song_375,Sony Music,15.2,0.0327,"JP,DE",2023-02-16,2024-04-27,50000,0.0237,200.0
C0676,Song_376,Indie Label,15.3,0.0544,"US,CA",2023-12-28,2025-09-28,250000,0.0312,750.0
C0677,Song_377,Netflix Originals,13.7,0.0131,US,2023-07-13,2025-02-01,250000,0.0078,200.0
C0678,Song_378,Paramount,11.1,0.0638,US,2023-03-16,2024-03-13,100000,0.036,500.0
C0679,Song_379,Warner Bros,14.2,0.0729,"US,CA,UK",2023-04-03,2024-01-28,100000,0.059,200.0
C0680,Song_380,A24,10.4,0.048,"JP,DE",2023-09-12,2025-08-02,250000,0.0265,750.0
C0681,Song_381,Warner Bros,10.4,0.0409,"JP,DE",2023-08-21,2025-04-11,250000,0.0291,500.0
C0682,Song_382,Netflix Originals,8.4,0.0134,"UK,FR,AU",2023-11-18,2024-12-14,50000,0.0079,750.0
C0683,Song_383,Universal,12.2,0.0332,"UK,FR,AU",2023-11-05,2025-03-04,50000,0.019,200.0
C0684,Song_384,Netflix Originals,17.3,0.0776,"US,CA,UK",2023-05-26,2024-05-21,50000,0.0584,500.0
C0685,Song_385,Lionsgate,8.6,0.0674,"IN,BR",2023-07-08,2025-01-26,100000,0.0509,200.0
C0686,Song_386,Disney,15.0,0.033,"US,CA",2023-12-22,2025-03-27,250000,0.0218,200.0
C0687,Song_387,MGM,17.3,0.0791,"US,CA",2023-10-20,2025-10-10,250000,0.0538,500.0
C0688,Song_388,MGM,11.5,0.0282,"JP,DE",2023-11-08,2025-03-26,50000,0.0199,750.0
C0689,Song_389,Sony Music,16.8,0.061,"UK,FR,AU",2023-09-12,2025-08-24,50000,0.0417,750.0
C0690,Song_390,Universal,15.4,0.0183,"IN,BR",2023-04-10,2023-10-08,50000,0.0124,750.0
C0691,Song_391,Disney,8.1,0.0334,"JP,DE",2023-07-31,2024-03-13,50000,0.0234,750.0
C0692,Song_392,Netflix Originals,15.7,0.0315,"IN,BR",2023-05-11,2024-01-15,50000,0.0216,750.0
C0693,Song_393,Warner Bros,16.3,0.0607,"IN,BR",2023-06-24,2025-01-29,50000,0.0435,500.0
C0694,Song_394,Sony Music,12.8,0.0741,"IN,JP,DE",2023-06-23,2025-04-23,250000,0.0567,500.0
C0695,Song_395,Warner Bros,16.4,0.0424,"IN,JP,DE",2023-10-02,2025-03-08,100000,0.0326,750.0
C0696,Song_396,MGM,14.9,0.0489,"US,CA,UK",2023-12-14,2025-04-30,100000,0.0271,200.0
C0697,Song_397,Lionsgate,16.4,0.0337,US,2023-05-24,2023-12-21,250000,0.0219,750.0
C0698,Song_398,Netflix Originals,15.1,0.0705,"JP,DE",2023-04-06,2024-01-30,100000,0.0531,500.0
C0699,Song_399,Paramount,10.2,0.036,"US,CA",2023-09-12,2024-11-08,100000,0.0279,200.0
C0700,Song_400,A24,13.1,0.0644,"US,CA",2023-07-11,2024-02-14,100000,0.0513,750.0
C0701,Song_401,Lionsgate,11.1,0.0747,US,2023-04-08,2024-09-17,100000,0.0559,200.0
C0702,Song_402,Warner Bros,12.6,0.0574,"IN,JP,DE",2023-02-20,2025-01-28,250000,0.0336,750.0
C0703,Song_403,MGM,16.7,0.0753,"US,CA",2023-01-03,2024-05-15,100000,0.0554,500.0
C0704,Song_404,Warner Bros,13.8,0.0636,"US,CA",2023-02-22,2025-02-04,100000,0.0478,750.0
C0705,Song_405,Netflix Originals,15.7,0.0235,US,2023-06-14,2024-07-03,250000,0.0147,200.0
C0706,Song_406,MGM,13.6,0.0292,"IN,BR",2023-03-18,2024-02-22,50000,0.0162,200.0
C0707,Song_407,Paramount,13.7,0.029,"UK,FR,AU",2023-06-29,2024-11-16,50000,0.0233,200.0
C0708,Song_408,Warner Bros,12.7,0.0478,"IN,BR",2023-11-10,2025-04-19,250000,0.0269,200.0
C0709,Song_409,MGM,16.9,0.016,"US,CA",2023-07-16,2024-03-07,250000,0.0105,750.0
C0710,Song_410,Lionsgate,8.8,0.0319,"US,CA,UK",2023-08-17,2025-02-11,100000,0.0246,750.0
C0711,Song_411,A24,12.7,0.0168,US,2023-02-17,2024-12-07,50000,0.0106,200.0
C0712,Song_412,Netflix Originals,15.9,0.0739,"IN,JP,DE",2023-11-12,2025-01-29,100000,0.0485,500.0
C0713,Song_413,A24,16.5,0.0433,"JP,DE",2023-01-16,2023-09-19,100000,0.0279,500.0
C0714,Song_414,Universal,11.3,0.0456,"UK,FR,AU",2023-10-22,2024-08-27,250000,0.0301,200.0
C0715,Song_415,Disney,14.2,0.0423,"IN,JP,DE",2023-06-04,2025-05-29,250000,0.03,200.0
C0716,Song_416,MGM,12.3,0.0338,"JP,DE",2023-07-16,2024-03-19,100000,0.026,750.0
C0717,Song_417,MGM,16.4,0.0221,"IN,JP,DE",2023-06-25,2024-08-19,50000,0.0162,750.0
C0718,Song_418,Sony Music,11.1,0.0489,"UK,FR,AU",2023-08-26,2025-01-20,100000,0.0377,200.0
C0719,Song_419,Warner Bros,8.9,0.0329,"UK,FR,AU",2023-02-25,2024-09-15,50000,0.0238,750.0
C0720,Song_420,A24,13.3,0.063,"IN,JP,DE",2023-11-22,2024-05-20,100000,0.0459,750.0
C0721,Song_421,Paramount,13.7,0.0244,"UK,FR,AU",2023-08-17,2024-08-31,250000,0.0192,500.0
C0722,Song_422,Lionsgate,12.0,0.0508,"JP,DE",2023-06-26,2024-03-23,50000,0.0363,500.0
C0723,Song_423,Netflix Originals,9.1,0.0101,"US,CA",2023-07-09,2024-02-28,100000,0.0071,200.0
C0724,Song_424,Indie Label,11.8,0.0538,US,2023-08-10,2025-03-15,250000,0.0399,200.0
C0725,Song_425,Netflix Originals,16.4,0.0197,"US,CA,UK",2023-03-30,2025-01-24,50000,0.0138,500.0
C0726,Song_426,Warner Bros,9.4,0.0194,"IN,JP,DE",2023-12-10,2024-10-13,100000,0.011,750.0
C0727,Song_427,A24,16.9,0.0196,"JP,DE",2023-03-11,2023-12-02,250000,0.015,750.0
C0728,Song_428,A24,11.8,0.0418,"JP,DE",2023-11-16,2024-11-14,50000,0.0278,200.0
C0729,Song_429,Disney,15.1,0.0505,"JP,DE",2023-11-06,2024-05-11,100000,0.0393,500.0
